date,segment,sales
28-11-2011,Home Office,19.332
25-05-2013,Consumer,14.5008
14-10-2011,Corporate,13.794
8/2/2013,Corporate,10.9281
17-10-2011,Consumer,18.513
25-11-2014,Corporate,13.7376
14-05-2013,Home Office,14.6916
24-09-2014,Consumer,26.676
15-04-2014,Consumer,13.872
26-08-2014,Consumer,9.728
3/5/2011,Home Office,21.56
17-04-2014,Consumer,26.046
1/11/2011,Corporate,10.272
15-07-2013,Consumer,29.61
22-02-2013,Consumer,10.65
3/10/2014,Consumer,22.638
21-01-2011,Consumer,19.05
16-12-2013,Consumer,14.76
27-11-2014,Home Office,27.46
3/12/2012,Consumer,9.344
18-12-2013,Corporate,13.488
6/1/2014,Home Office,29.1
17-09-2013,Corporate,13.968
30-09-2014,Consumer,15.48
21-05-2011,Consumer,20.208
31-10-2013,Consumer,8.541
15-07-2013,Home Office,9.45
17-08-2012,Corporate,4.194
2/2/2012,Consumer,17.946
14-02-2014,Home Office,18.69
22-09-2014,Consumer,23.97
3/5/2011,Consumer,16.98
12/6/2014,Consumer,18.33
15-11-2012,Consumer,16.98
12/6/2013,Corporate,17.82
6/2/2014,Corporate,5.808
26-12-2014,Consumer,17.622
31-07-2012,Home Office,13.608
17-11-2014,Home Office,14.64
26-12-2014,Home Office,11.64
28-03-2011,Home Office,30
3/11/2012,Consumer,5.448
28-03-2011,Home Office,44.82
7/8/2014,Consumer,13.68
29-12-2014,Consumer,14.04
26-06-2014,Corporate,29.28
5/1/2012,Consumer,15.24
29-10-2014,Consumer,22.536
19-04-2013,Corporate,15.768
28-09-2014,Consumer,7.98
21-11-2014,Corporate,16.24
6/7/2012,Corporate,40.368
6/3/2012,Corporate,29.22
26-01-2011,Consumer,12.78
28-08-2014,Consumer,34.02
3/9/2014,Consumer,19.2
23-09-2013,Corporate,26.88
1/7/2014,Consumer,9.045
1/11/2013,Consumer,43.578
1/4/2014,Corporate,33.7875
24-01-2011,Consumer,11.8773
7/8/2013,Consumer,23.532
3/1/2012,Consumer,15.255
2/4/2014,Home Office,93.51
26-09-2014,Consumer,20.142
21-07-2014,Consumer,14.0934
9/5/2013,Consumer,13.8444
28-11-2014,Consumer,16.0605
30-12-2011,Corporate,9.84
2/10/2014,Corporate,19.44
2/3/2013,Consumer,26.38
12/2/2014,Corporate,21.336
31-10-2011,Corporate,11.34
13-06-2012,Corporate,32.4
23-11-2011,Corporate,6.368
4/11/2013,Consumer,8.75
19-03-2012,Corporate,11.96
26-03-2014,Consumer,11.05
31-01-2011,Consumer,10.56
24-12-2014,Corporate,44.96
14-07-2011,Consumer,31.984
23-09-2014,Consumer,17.94
22-04-2011,Corporate,9.912
3/6/2013,Corporate,11.232
8/2/2012,Consumer,9.54
8/11/2014,Consumer,7.88
4/6/2011,Consumer,13.96
19-12-2011,Corporate,14.62
22-10-2013,Home Office,28.752
25-03-2014,Home Office,14.28
17-06-2014,Consumer,11.712
7/11/2013,Consumer,10.92
21-05-2013,Consumer,14.28
5/4/2013,Home Office,6.072
25-11-2014,Corporate,48.45
12/9/2012,Consumer,27.33
13-04-2011,Home Office,18.36
20-01-2012,Consumer,14.55
2/8/2014,Home Office,5.931
14-03-2013,Consumer,18.06
18-11-2011,Home Office,10.404
7/6/2013,Home Office,6.636
23-08-2011,Consumer,12.9
8/9/2011,Consumer,24.09
19-06-2014,Consumer,14.553
24-11-2014,Corporate,15.72
21-11-2011,Consumer,6.48
4/1/2013,Consumer,25.62
8/10/2014,Corporate,10.12
19-04-2013,Corporate,25.056
13-12-2013,Corporate,21.36
25-06-2013,Consumer,17.964
1/4/2011,Consumer,15.28
29-09-2014,Home Office,18.48
27-10-2012,Consumer,13.24
10/11/2012,Consumer,21.16
31-01-2013,Consumer,13.92
20-04-2012,Consumer,25.86
15-09-2014,Consumer,618.084
26-11-2014,Consumer,13.83
25-04-2012,Corporate,155.4
16-02-2013,Corporate,8.64
11/3/2014,Consumer,27
16-09-2014,Consumer,15.24
1/12/2014,Corporate,16.173
13-05-2013,Consumer,34.92
22-10-2013,Corporate,48.84
8/5/2014,Corporate,14.628
26-04-2013,Consumer,11.484
23-05-2012,Consumer,18.444
30-03-2011,Consumer,22.05
9/6/2011,Consumer,18.504
22-09-2011,Consumer,4.608
9/12/2012,Corporate,34.02
9/3/2013,Consumer,9.702
25-11-2011,Corporate,15.696
11/6/2012,Consumer,32.4
28-08-2013,Consumer,11.68
2/8/2012,Consumer,6.368
2/4/2011,Consumer,15.84
12/5/2012,Consumer,14.592
6/6/2011,Consumer,13.984
27-11-2013,Consumer,17.856
25-09-2012,Corporate,10.48
2/10/2012,Consumer,10.944
20-05-2011,Corporate,10.332
27-02-2014,Consumer,29.6
29-03-2011,Home Office,4.53
13-08-2013,Home Office,25.26
24-08-2011,Home Office,13.74
21-08-2014,Consumer,10.14
23-07-2014,Consumer,26.37
16-01-2014,Consumer,19.56
22-09-2012,Corporate,12.06
15-11-2011,Consumer,14.7
14-02-2013,Corporate,16.092
26-06-2014,Consumer,16.68
29-07-2013,Home Office,18.66
6/3/2014,Consumer,13.8
28-06-2013,Consumer,10.224
11/3/2013,Consumer,34.92
26-09-2013,Corporate,15.3
2/6/2014,Consumer,19.14
5/8/2013,Consumer,29.196
19-03-2012,Consumer,11.31
4/9/2014,Corporate,48.66
9/11/2014,Consumer,13.05
1/7/2011,Corporate,5.148
28-09-2011,Consumer,33.96
31-07-2012,Consumer,6.336
2/6/2014,Corporate,18.72
11/6/2013,Corporate,14.24
8/7/2013,Corporate,8.6
28-04-2012,Consumer,9.88
2/6/2012,Consumer,52.9
8/8/2014,Consumer,17.61
21-05-2012,Home Office,94.8
18-04-2013,Home Office,24.84
21-12-2012,Home Office,22.4
7/6/2013,Consumer,41.6
14-11-2013,Consumer,17.58
16-05-2012,Home Office,9.54
25-10-2011,Consumer,11.58
14-08-2014,Home Office,11.25
25-03-2011,Home Office,6.855
25-02-2014,Consumer,84.18
8/5/2014,Consumer,144.045
23-03-2011,Consumer,275.3442
7/6/2013,Corporate,17.46
25-11-2011,Consumer,160.644
24-05-2013,Consumer,20.628
5/12/2014,Corporate,28.44
19-09-2014,Corporate,10.86
23-07-2013,Consumer,11.648
17-03-2014,Home Office,6.48
1/7/2014,Consumer,22.23
14-03-2012,Consumer,16.52
18-07-2014,Corporate,10.56
15-10-2014,Home Office,27.396
22-12-2011,Consumer,11.76
26-09-2014,Corporate,24.448
4/12/2014,Consumer,13.344
26-12-2014,Consumer,21
22-08-2013,Consumer,11.94
14-04-2011,Consumer,18.54
2/8/2011,Consumer,10.566
18-07-2011,Home Office,13.47
21-01-2013,Home Office,24.45
25-09-2012,Corporate,10.05
23-11-2013,Home Office,14.43
12/7/2014,Corporate,7.26
9/5/2012,Home Office,29.664
6/1/2014,Consumer,7.35
2/12/2014,Home Office,11.46
2/1/2014,Consumer,14.37
16-08-2012,Corporate,22.47
23-09-2014,Home Office,12.876
14-06-2012,Home Office,15.15
30-06-2014,Corporate,16.44
25-09-2013,Consumer,7.209
1/8/2012,Consumer,6.69
31-10-2012,Home Office,19.764
24-05-2013,Corporate,21
11/2/2013,Consumer,38.58
11/6/2013,Corporate,21.9
8/6/2014,Corporate,10.72
25-05-2012,Consumer,21.36
9/8/2013,Corporate,46.536
28-12-2012,Consumer,47.3
23-07-2011,Corporate,9.66
6/6/2012,Consumer,20.68
22-03-2013,Consumer,22.48
13-09-2012,Home Office,12.66
23-12-2013,Consumer,14.2
13-08-2014,Corporate,18.36
23-10-2014,Consumer,936.27
19-07-2013,Corporate,13.2
10/11/2014,Consumer,27.96
10/9/2013,Home Office,83.07
20-10-2011,Consumer,27.108
27-03-2013,Corporate,13.527
28-08-2013,Consumer,66.6
12/6/2012,Corporate,11.61
25-05-2014,Corporate,7.5684
25-12-2014,Consumer,37.86
23-05-2013,Corporate,6
28-11-2014,Home Office,26.892
7/6/2013,Consumer,29.6535
3/8/2014,Consumer,44.352
17-06-2014,Consumer,191.98
11/11/2011,Consumer,21.72
24-10-2014,Consumer,13.72
30-12-2013,Corporate,38.088
4/5/2013,Consumer,26.406
12/7/2012,Consumer,6.912
18-10-2011,Corporate,10.048
11/7/2011,Consumer,10.368
24-08-2012,Consumer,7.152
26-12-2014,Corporate,18.18
10/2/2012,Home Office,12.096
27-08-2013,Home Office,13.26
19-09-2013,Consumer,10.584
6/11/2014,Consumer,15.39
10/6/2013,Corporate,9.33
19-05-2012,Corporate,21.465
18-08-2012,Home Office,16.98
17-09-2012,Home Office,8.25
31-05-2013,Corporate,16.74
12/9/2014,Consumer,14.19
2/2/2012,Corporate,14.64
8/11/2014,Home Office,27.78
5/10/2013,Consumer,19.14
10/8/2011,Consumer,12.528
9/9/2014,Consumer,6.228
17-08-2013,Consumer,13.2
21-02-2013,Consumer,14.382
26-10-2011,Consumer,12.36
4/4/2011,Home Office,8.16
24-09-2014,Corporate,20.316
24-06-2014,Home Office,20.78
3/9/2014,Consumer,19.344
19-07-2014,Consumer,8.514
6/3/2014,Corporate,13.584
27-05-2013,Consumer,13.66
13-09-2011,Home Office,19.32
12/5/2014,Consumer,20.4
23-10-2013,Corporate,13.56
22-04-2013,Consumer,36.78
24-06-2013,Corporate,14.4
14-11-2014,Consumer,20.82
28-05-2013,Consumer,8.86
31-10-2012,Corporate,18.04
10/12/2012,Consumer,28.35
4/8/2014,Corporate,11.43
16-08-2013,Consumer,45.15
2/8/2014,Corporate,27.72
30-11-2012,Consumer,44.01
20-10-2014,Consumer,8.25
22-04-2011,Corporate,17.52
28-08-2014,Consumer,15.54
10/10/2014,Corporate,24.72
13-08-2013,Consumer,24.48
4/6/2012,Consumer,13.959
15-12-2012,Corporate,17.88
26-11-2013,Consumer,15.2322
17-11-2014,Home Office,21.96
12/6/2014,Consumer,11.988
6/10/2011,Consumer,8.34
10/5/2012,Corporate,39.6
12/12/2013,Corporate,14.8
10/4/2014,Consumer,17.43
6/4/2012,Consumer,7.968
31-05-2012,Consumer,15.75
19-05-2014,Consumer,14.56
12/5/2014,Consumer,37.59
25-01-2013,Corporate,9.21
11/6/2014,Corporate,8.4
21-05-2014,Home Office,6.98
25-08-2012,Consumer,20.104
26-12-2013,Corporate,35.445
22-08-2013,Corporate,12.96
6/5/2013,Corporate,5.728
3/3/2014,Consumer,18.528
28-07-2014,Consumer,12.96
29-05-2014,Corporate,15.552
27-10-2014,Home Office,55.616
22-09-2011,Consumer,13.04
5/12/2013,Corporate,45.21
29-09-2014,Consumer,21.888
23-08-2012,Home Office,6.858
25-04-2011,Consumer,14.679
27-09-2014,Consumer,10.05
3/4/2013,Consumer,8.874
21-11-2013,Consumer,19.56
12/8/2013,Corporate,27.9
19-06-2012,Consumer,13.86
25-10-2012,Consumer,13.68
29-07-2011,Consumer,16.02
4/11/2014,Corporate,13.29
25-03-2014,Consumer,24
22-10-2014,Consumer,38.64
23-04-2014,Consumer,17.184
23-07-2011,Consumer,22.92
31-01-2013,Consumer,19.56
2/11/2011,Home Office,14.49
19-09-2012,Consumer,26.88
7/7/2014,Corporate,17.07
21-01-2014,Corporate,16.5
14-01-2014,Consumer,54.12
28-01-2011,Consumer,27.648
25-01-2011,Corporate,20.13
20-01-2014,Consumer,12.66
5/2/2013,Home Office,21.96
16-07-2014,Consumer,17.73
25-09-2012,Consumer,19.98
17-12-2013,Consumer,15.378
22-11-2011,Corporate,10.6848
30-10-2014,Consumer,24.084
16-07-2013,Corporate,18.0783
11/12/2014,Corporate,18.0783
29-11-2012,Consumer,33.231
2/8/2012,Consumer,30.6711
23-09-2011,Consumer,12.96
28-11-2011,Consumer,34.287
30-05-2014,Corporate,19.278
30-10-2012,Home Office,14.04
23-07-2011,Consumer,8.16
16-06-2014,Consumer,19.56
5/6/2014,Corporate,6.37
6/12/2014,Consumer,14.976
4/11/2011,Consumer,19.44
12/11/2013,Home Office,9.888
5/8/2014,Corporate,8.784
17-12-2012,Consumer,13.12
31-05-2013,Home Office,45.36
10/2/2012,Corporate,77.24
5/12/2011,Consumer,15
16-10-2014,Corporate,11.68
24-03-2014,Consumer,20.04
11/12/2012,Consumer,10.332
12/7/2014,Corporate,29.8
5/9/2013,Consumer,16.56
6/11/2014,Consumer,12.96
8/6/2013,Home Office,9.648
12/7/2013,Home Office,23.01
19-12-2013,Corporate,42.192
24-04-2014,Corporate,8.37
18-06-2014,Corporate,7.812
15-06-2012,Consumer,25.044
28-12-2011,Consumer,110.7
24-09-2013,Corporate,14.43
2/10/2014,Home Office,19.764
21-12-2012,Corporate,10.77
24-08-2012,Home Office,10.98
25-07-2014,Consumer,27.12
11/4/2014,Home Office,12.8
19-09-2013,Corporate,15.4
3/12/2012,Consumer,26
29-11-2011,Home Office,16.056
20-06-2011,Corporate,8.208
8/5/2014,Consumer,9.3
27-10-2011,Consumer,19.68
26-04-2014,Corporate,18.036
18-06-2011,Consumer,11.32
9/11/2012,Home Office,39.8
3/12/2014,Corporate,17.37
22-01-2014,Corporate,26.52
15-08-2013,Corporate,16.875
27-04-2012,Corporate,43.65
28-04-2012,Consumer,40.26
17-11-2014,Corporate,17.52
25-08-2012,Consumer,11.31
27-02-2014,Corporate,5.04
14-05-2013,Consumer,11.13
14-09-2014,Corporate,31.5
16-09-2014,Consumer,11.4
5/4/2011,Corporate,13.26
1/4/2013,Corporate,20.8449
18-06-2013,Corporate,16.74
8/9/2011,Corporate,14.31
21-11-2012,Consumer,9.9216
22-07-2014,Home Office,18.468
29-11-2011,Corporate,12.384
22-08-2011,Consumer,12.3
14-10-2013,Consumer,11.52
13-04-2011,Corporate,17.856
20-06-2013,Corporate,17.12
30-11-2012,Consumer,10.584
8/12/2011,Consumer,13.88
17-06-2013,Consumer,46.35
21-09-2011,Home Office,11.352
12/12/2014,Consumer,10.368
9/8/2013,Consumer,10.56
21-01-2011,Consumer,13.98
4/6/2014,Consumer,15.552
8/7/2013,Home Office,9.42
12/9/2013,Corporate,20.736
16-09-2014,Consumer,12.42
21-02-2011,Home Office,12.96
19-11-2014,Corporate,7.38
18-04-2012,Corporate,7.872
29-05-2012,Corporate,8.04
14-03-2014,Consumer,8.328
4/11/2014,Consumer,11.646
1/8/2011,Corporate,3.321
21-12-2012,Corporate,9.6
15-11-2011,Consumer,38.52
12/9/2014,Consumer,6.687
13-11-2014,Home Office,8.79
6/11/2013,Consumer,28.35
1/3/2011,Consumer,16.53
16-09-2014,Consumer,18.528
31-03-2012,Consumer,11.58
12/4/2013,Consumer,11.1
10/4/2014,Consumer,14.112
26-09-2014,Corporate,19.94
2/2/2013,Home Office,40.4
15-04-2014,Corporate,16
12/1/2012,Corporate,8.136
3/9/2014,Consumer,19.04
24-05-2013,Home Office,12.848
12/4/2011,Corporate,22.4
4/8/2011,Consumer,16.4
27-09-2013,Consumer,12.06
17-04-2013,Consumer,17.28
27-07-2011,Consumer,54.9
21-05-2013,Corporate,6.4
6/11/2013,Home Office,10.944
22-04-2012,Corporate,6.04
23-10-2013,Consumer,23.148
30-09-2013,Consumer,9.52
16-12-2013,Home Office,14.76
10/3/2014,Consumer,18.09
18-06-2014,Corporate,10.74
19-11-2013,Corporate,18.99
5/10/2012,Home Office,20.9244
15-01-2014,Corporate,14.01
5/8/2014,Consumer,41.7216
5/5/2014,Consumer,22.38
17-09-2014,Corporate,16.155
27-06-2014,Consumer,13.8807
5/9/2014,Consumer,21.708
18-05-2012,Home Office,24.966
13-06-2012,Consumer,15.066
26-11-2014,Corporate,24.96
27-08-2012,Consumer,12.456
16-07-2012,Home Office,19.98
10/1/2011,Consumer,31.2
10/12/2013,Corporate,9.392
27-01-2011,Home Office,16.68
21-10-2014,Consumer,39.96
23-08-2012,Consumer,10.368
19-12-2014,Corporate,18.704
10/12/2014,Consumer,14.94
7/5/2014,Corporate,11.06
17-03-2011,Consumer,4.448
2/4/2014,Corporate,23.976
27-09-2013,Corporate,12.96
7/1/2011,Home Office,6.54
25-09-2014,Home Office,12.72
12/11/2012,Consumer,15.56
11/11/2011,Consumer,10.984
18-12-2013,Consumer,13.95
30-09-2011,Corporate,13.194
5/5/2014,Home Office,5.772
1/11/2013,Home Office,22.41
28-03-2014,Corporate,20.58
24-01-2013,Corporate,13.11
29-05-2014,Corporate,12.24
8/11/2013,Consumer,10.38
15-08-2013,Consumer,12.51
16-11-2012,Consumer,19.02
18-09-2012,Corporate,10.26
20-08-2014,Home Office,13.056
25-02-2011,Home Office,8.88
29-11-2014,Consumer,14.944
24-06-2014,Consumer,9.52
21-05-2014,Home Office,22.64
15-08-2014,Consumer,11
17-06-2012,Consumer,14.04
10/11/2014,Home Office,28.12
3/4/2012,Consumer,21.48
22-03-2013,Consumer,18.792
4/7/2012,Corporate,33.64
4/4/2012,Corporate,12.18
29-06-2012,Consumer,15.633
10/11/2014,Corporate,14.76
28-11-2011,Consumer,17.85
15-05-2013,Corporate,21.96
22-01-2014,Consumer,11.82
16-06-2014,Consumer,6.39
6/10/2014,Consumer,40.05
29-10-2012,Home Office,64.44
13-07-2013,Consumer,13.38
21-08-2013,Consumer,23.64
24-07-2014,Corporate,13.128
15-06-2013,Home Office,8.73
6/12/2014,Corporate,20.94
19-07-2011,Corporate,20.88
11/11/2013,Home Office,22.248
31-12-2013,Consumer,13.712
30-07-2014,Consumer,33.48
22-03-2014,Consumer,8.544
11/6/2014,Consumer,15.58
27-06-2014,Corporate,13.872
4/9/2013,Consumer,14.76
5/11/2014,Home Office,7.536
12/2/2011,Consumer,14.94
26-07-2011,Consumer,17.496
14-08-2014,Corporate,8.883
26-03-2014,Consumer,10.95
29-01-2014,Corporate,17.046
3/1/2012,Consumer,155.358
10/4/2013,Corporate,5.76
1/4/2013,Consumer,12.663
26-07-2014,Consumer,18.75
29-10-2014,Consumer,14.688
24-06-2014,Consumer,11.37
27-02-2012,Consumer,10.215
12/8/2014,Consumer,59.52
21-10-2011,Consumer,25.416
24-10-2012,Consumer,18.52
8/1/2014,Home Office,17.28
25-09-2014,Home Office,31.52
18-10-2012,Home Office,19.236
20-09-2013,Corporate,10.572
3/6/2011,Consumer,7.6
12/10/2012,Consumer,7.68
30-06-2011,Corporate,14.64
25-06-2014,Consumer,18.528
23-04-2014,Consumer,40.98
1/6/2012,Consumer,16.64
11/6/2012,Consumer,33.78
28-12-2012,Home Office,17.56
22-05-2013,Corporate,26.82
16-09-2014,Corporate,17.73
13-06-2013,Consumer,11.1
17-12-2011,Consumer,13.38
9/8/2011,Home Office,23.34
18-04-2014,Consumer,28.2366
12/10/2012,Corporate,7.2
11/9/2012,Corporate,30.348
11/12/2014,Corporate,14.1192
7/6/2011,Corporate,190.89
31-10-2014,Corporate,18.5076
13-12-2013,Consumer,33.15
16-11-2011,Consumer,21.3696
10/8/2012,Consumer,23.616
29-12-2014,Consumer,13.96
12/7/2014,Corporate,8.67
11/3/2011,Consumer,10.464
11/9/2013,Home Office,6.69
20-07-2012,Consumer,141.4
16-05-2013,Home Office,8.34
28-10-2014,Home Office,7.056
19-09-2013,Consumer,5.352
29-12-2011,Consumer,23.976
17-11-2014,Home Office,23.36
30-12-2013,Consumer,11.232
19-03-2011,Corporate,4.992
18-08-2014,Corporate,8.56
13-06-2013,Home Office,11.264
1/6/2012,Consumer,28.91
28-05-2014,Corporate,27.192
25-10-2014,Consumer,11.68
8/4/2013,Consumer,33.528
5/9/2014,Consumer,19.2
8/5/2014,Consumer,24.48
3/1/2014,Consumer,12.456
4/6/2012,Consumer,7.173
27-09-2014,Consumer,14.976
17-02-2014,Corporate,16.938
30-07-2013,Consumer,12.771
12/8/2014,Corporate,10.572
5/8/2013,Consumer,8.928
7/10/2014,Consumer,12.408
1/8/2011,Consumer,13.38
26-09-2014,Corporate,42.912
25-12-2014,Corporate,13.44
27-06-2014,Home Office,14.64
11/6/2013,Corporate,19.98
27-08-2011,Consumer,17.88
11/11/2014,Home Office,15.21
31-10-2014,Corporate,14.22
24-12-2014,Consumer,7.62
28-12-2014,Consumer,31.848
3/8/2012,Consumer,18.8
4/6/2014,Consumer,15.84
30-07-2014,Home Office,11.184
29-10-2014,Corporate,13.32
23-10-2013,Consumer,7.992
3/11/2014,Home Office,17.244
27-09-2012,Home Office,26.912
17-10-2013,Corporate,14.08
11/12/2014,Home Office,16.218
24-12-2012,Consumer,15.92
13-12-2014,Consumer,14.6
19-12-2014,Corporate,18.564
24-07-2012,Corporate,3.496
9/8/2014,Home Office,42.45
24-03-2014,Corporate,27.96
17-04-2014,Consumer,39.54
24-09-2012,Corporate,11.61
23-05-2013,Consumer,51.6
20-08-2014,Home Office,10.707
10/5/2013,Home Office,12.57
4/10/2014,Home Office,22.6008
27-05-2014,Home Office,22.32
28-10-2012,Consumer,24.1
21-09-2011,Corporate,6.48
27-09-2012,Consumer,15.08
31-12-2013,Corporate,6.924
24-07-2013,Home Office,11.416
1/5/2014,Consumer,5.76
24-05-2014,Consumer,18.32
19-04-2012,Consumer,19.568
7/11/2011,Corporate,30.18
20-11-2012,Consumer,7.23
10/9/2011,Consumer,21.728
4/12/2014,Consumer,10.368
13-06-2013,Home Office,6.984
23-01-2013,Corporate,99.98
7/11/2014,Consumer,18.16
30-12-2013,Consumer,14.22
6/11/2014,Consumer,17.4
25-09-2012,Consumer,16.668
27-09-2011,Home Office,8.58
8/12/2012,Consumer,10.95
8/8/2011,Corporate,16.62
7/11/2012,Consumer,10.26
26-11-2012,Home Office,16.71
17-06-2013,Corporate,26.052
19-09-2014,Corporate,11.292
7/5/2014,Corporate,10.65
5/2/2014,Consumer,11.4
9/12/2014,Home Office,15.624
14-01-2012,Corporate,11.43
20-01-2013,Home Office,14.52
23-05-2013,Consumer,25.05
31-10-2011,Home Office,13.29
16-06-2014,Corporate,18.92
22-06-2013,Consumer,7.92
24-05-2013,Home Office,21.84
25-06-2014,Corporate,17.62
7/2/2014,Consumer,14.04
22-02-2011,Consumer,9.78
28-01-2014,Consumer,122.13
26-01-2013,Corporate,13.992
11/1/2011,Consumer,22.05
2/10/2014,Home Office,9.6
13-11-2014,Home Office,13.11
2/8/2012,Consumer,11.55
3/1/2014,Consumer,78.246
19-06-2012,Consumer,20.07
24-04-2014,Consumer,10.761
11/9/2013,Consumer,19.764
23-08-2013,Corporate,13.8012
6/5/2011,Corporate,11.196
2/10/2013,Consumer,8.73
10/9/2013,Corporate,6.57
27-06-2013,Consumer,14.9
26-09-2014,Consumer,8.26
19-12-2014,Consumer,32.4
24-12-2012,Consumer,19.936
10/4/2012,Corporate,12.832
24-07-2014,Consumer,11.68
6/3/2014,Consumer,18.69
15-01-2014,Consumer,18.336
16-03-2012,Consumer,7.38
25-09-2012,Corporate,6.336
1/12/2013,Consumer,13.76
3/9/2013,Home Office,8.608
30-12-2013,Consumer,14.03
8/11/2013,Corporate,12.81
12/12/2012,Consumer,13.14
10/10/2014,Corporate,22.2
31-12-2012,Corporate,22.2
15-11-2012,Corporate,15.33
19-03-2014,Corporate,13.68
16-08-2012,Consumer,15.54
12/12/2011,Home Office,18.9
12/8/2014,Corporate,49.32
6/5/2011,Home Office,14.088
2/9/2011,Home Office,12.3
19-12-2014,Home Office,15.48
11/6/2014,Consumer,10.26
14-10-2014,Consumer,12.93
25-07-2011,Home Office,14.22
20-01-2014,Home Office,19.584
30-11-2011,Consumer,19.16
29-10-2012,Consumer,18.2
8/10/2014,Consumer,12.9
20-09-2012,Home Office,17.2
26-09-2012,Consumer,181.116
29-12-2012,Home Office,17.28
1/2/2013,Home Office,22.912
25-10-2011,Corporate,27.72
16-03-2014,Consumer,25.84
10/10/2014,Consumer,10.044
19-04-2011,Consumer,22.144
30-01-2013,Consumer,9.144
29-10-2014,Consumer,17.16
3/11/2014,Home Office,18.76
9/6/2012,Consumer,11.88
8/7/2013,Consumer,188.76
7/4/2014,Consumer,13.62
15-03-2012,Consumer,37.875
9/6/2012,Consumer,20.97
20-07-2012,Corporate,19.5
12/12/2011,Corporate,26.82
3/12/2012,Consumer,22.47
20-09-2013,Consumer,15.48
21-09-2011,Consumer,24.2526
7/11/2011,Consumer,22.3713
8/10/2012,Corporate,18.7605
24-10-2014,Consumer,31.482
13-11-2014,Corporate,12.7836
21-06-2013,Corporate,18.4617
12/11/2013,Corporate,9.063
22-03-2012,Consumer,17.28
5/10/2012,Home Office,22.572
5/5/2013,Consumer,30.51
22-08-2011,Corporate,53.703
10/12/2014,Corporate,9.708
8/9/2011,Corporate,32.97
20-07-2012,Consumer,26.4
29-07-2014,Corporate,9.984
22-01-2014,Home Office,14.4
30-01-2014,Consumer,8.34
11/10/2011,Corporate,7.31
25-11-2013,Home Office,25.35
20-11-2012,Home Office,13.98
21-11-2012,Corporate,23.344
16-12-2013,Home Office,19.44
22-03-2014,Consumer,8.856
12/2/2013,Consumer,10.68
20-05-2014,Corporate,18.693
1/8/2011,Consumer,11.73
26-12-2014,Consumer,3.411
24-08-2013,Consumer,31.17
3/7/2013,Corporate,15.768
4/3/2014,Consumer,12.3
11/8/2011,Corporate,15.57
25-01-2013,Consumer,16.02
28-02-2014,Home Office,15.6
5/11/2013,Corporate,19.2
21-12-2011,Consumer,22.41
15-05-2014,Consumer,16.71
12/8/2011,Consumer,18.66
29-06-2012,Consumer,13.38
21-04-2014,Consumer,17.334
30-12-2013,Consumer,6.192
23-09-2014,Home Office,14.26
25-11-2011,Home Office,124.56
15-09-2012,Consumer,28.64
3/9/2012,Consumer,8.96
3/3/2011,Consumer,12.372
15-12-2011,Consumer,14.64
19-04-2013,Corporate,10.176
19-11-2013,Consumer,12.18
24-05-2013,Consumer,13.2
30-01-2012,Corporate,26.88
15-12-2011,Corporate,103.56
21-06-2012,Consumer,23.7
28-03-2012,Consumer,83.2158
14-03-2014,Home Office,21.0705
31-10-2014,Consumer,10.3455
16-06-2014,Consumer,30.699
11/9/2013,Consumer,13.59
12/4/2013,Consumer,26.946
12/11/2011,Consumer,7.2
23-01-2014,Home Office,11.96
3/9/2014,Corporate,15.072
20-11-2012,Home Office,19.46
25-12-2014,Consumer,17.88
27-05-2013,Consumer,19.44
18-09-2014,Consumer,12.96
21-01-2014,Consumer,24.2
12/4/2011,Corporate,18.088
21-06-2011,Consumer,44.416
3/10/2014,Home Office,8.94
26-07-2013,Home Office,20.936
18-06-2012,Corporate,13.632
7/10/2013,Consumer,28.85
12/12/2014,Consumer,14.952
16-10-2014,Consumer,14.73
9/12/2011,Corporate,10.688
31-07-2013,Consumer,9.248
22-04-2014,Corporate,20.736
30-09-2013,Corporate,10.496
25-12-2014,Corporate,21.312
2/5/2014,Consumer,4.608
15-01-2014,Home Office,12.12
26-04-2011,Corporate,14.28
17-08-2012,Corporate,21.48
6/8/2011,Home Office,16.14
31-08-2012,Home Office,17.55
20-08-2013,Home Office,13.5
23-09-2013,Corporate,12.81
21-01-2013,Home Office,17.88
3/6/2011,Home Office,22.29
23-03-2012,Corporate,9.162
13-03-2012,Consumer,95.22
23-08-2012,Consumer,8.73
16-08-2011,Consumer,13.53
8/9/2012,Corporate,13.329
24-01-2014,Corporate,21.99
24-10-2012,Home Office,19.86
2/10/2013,Consumer,12.44
4/6/2014,Corporate,8.86
9/11/2013,Home Office,5.328
15-10-2012,Consumer,14.176
2/6/2012,Corporate,11.4
27-09-2012,Home Office,18.84
19-06-2012,Corporate,13.456
30-05-2014,Consumer,30.24
5/7/2014,Consumer,18.56
3/6/2013,Corporate,9.432
6/6/2012,Corporate,5.94
15-11-2013,Home Office,16.72
31-10-2012,Corporate,23.296
5/10/2012,Consumer,35.24
22-06-2012,Corporate,24.3
7/10/2014,Consumer,15.9
7/7/2014,Consumer,21.54
15-07-2013,Corporate,19.044
13-01-2012,Corporate,10.86
16-06-2012,Consumer,15.48
16-01-2013,Consumer,23.355
12/3/2011,Corporate,242.028
1/6/2013,Consumer,24.93
17-04-2014,Consumer,17.46
29-07-2013,Consumer,26.712
